"","Total_Electric_Vehicles","Total_Charging_Stations","CS_to_EV_Ratio_Percent","Does_CS_Exist","Zip_Code","City","County","fips","state"
"1",511,9,1.76,TRUE,98001,"Algona","King",53033,"WA"
"2",186,13,6.99,TRUE,98002,"Auburn","King",53033,"WA"
"3",356,13,3.65,TRUE,98003,"Federal way","King",53033,"WA"
"4",2140,122,5.7,TRUE,98004,"Beaux arts","King",53033,"WA"
"5",940,57,6.06,TRUE,98005,"Bellevue","King",53033,"WA"
"6",2049,8,0.39,TRUE,98006,"Bellevue","King",53033,"WA"
"7",690,15,2.17,TRUE,98007,"Bellevue","King",53033,"WA"
"8",1066,5,0.47,TRUE,98008,"Bellevue","King",53033,"WA"
"9",244,0,0,FALSE,98010,"Black diamond","King",53033,"WA"
"10",800,18,2.25,TRUE,98011,"Bothell","King",53033,"WA"
"11",2161,3,0.14,TRUE,98012,"Mill creek","Snohomish",53061,"WA"
"12",273,0,0,FALSE,98014,"Carnation","King",53033,"WA"
"13",412,0,0,FALSE,98019,"Duvall","King",53033,"WA"
"14",624,7,1.12,TRUE,98020,"Woodway","Snohomish",53061,"WA"
"15",1319,3,0.23,TRUE,98021,"Bothell","Snohomish",53061,"WA"
"16",238,2,0.84,TRUE,98022,"Enumclaw","King",53033,"WA"
"17",580,1,0.17,TRUE,98023,"Federal way","King",53033,"WA"
"18",198,1,0.51,TRUE,98024,"Fall city","King",53033,"WA"
"19",838,3,0.36,TRUE,98026,"Edmonds","Snohomish",53061,"WA"
"20",1150,16,1.39,TRUE,98027,"Issaquah","King",53033,"WA"
"21",749,4,0.53,TRUE,98028,"Kenmore","King",53033,"WA"
"22",1300,11,0.85,TRUE,98029,"Zcta 98029","King",53033,"WA"
"23",581,3,0.52,TRUE,98031,"Kent","King",53033,"WA"
"24",376,8,2.13,TRUE,98032,"Kent","King",53033,"WA"
"25",2233,20,0.9,TRUE,98033,"Kirkland","King",53033,"WA"
"26",1734,18,1.04,TRUE,98034,"Kirkland","King",53033,"WA"
"27",751,10,1.33,TRUE,98036,"Brier","Snohomish",53061,"WA"
"28",483,13,2.69,TRUE,98037,"Lynnwood","Snohomish",53061,"WA"
"29",937,0,0,FALSE,98038,"Maple valley","King",53033,"WA"
"30",263,0,0,FALSE,98039,"Medina","King",53033,"WA"
"31",1827,11,0.6,TRUE,98040,"Mercer island","King",53033,"WA"
"32",835,5,0.6,TRUE,98042,"Kent","King",53033,"WA"
"33",320,4,1.25,TRUE,98043,"Mountlake terrac","Snohomish",53061,"WA"
"34",519,4,0.77,TRUE,98045,"North bend","King",53033,"WA"
"35",45,1,2.22,TRUE,98047,"Pacific","King",53033,"WA"
"36",67,0,0,FALSE,98051,"Ravensdale","King",53033,"WA"
"37",3247,28,0.86,TRUE,98052,"Redmond","King",53033,"WA"
"38",1270,1,0.08,TRUE,98053,"Redmond","King",53033,"WA"
"39",411,10,2.43,TRUE,98055,"Renton","King",53033,"WA"
"40",844,12,1.42,TRUE,98056,"Renton","King",53033,"WA"
"41",809,4,0.49,TRUE,98058,"Renton","King",53033,"WA"
"42",1350,1,0.07,TRUE,98059,"Renton","King",53033,"WA"
"43",571,6,1.05,TRUE,98065,"Snoqualmie","King",53033,"WA"
"44",18,2,11.11,TRUE,98068,"Snoqualmie pass","Kittitas",53037,"WA"
"45",488,1,0.2,TRUE,98070,"Vashon","King",53033,"WA"
"46",1834,16,0.87,TRUE,98072,"Woodinville","King",53033,"WA"
"47",692,2,0.29,TRUE,98092,"Zcta 98092","King",53033,"WA"
"48",447,51,11.41,TRUE,98101,"Seattle","King",53033,"WA"
"49",645,9,1.4,TRUE,98102,"Seattle","King",53033,"WA"
"50",1632,10,0.61,TRUE,98103,"Seattle","King",53033,"WA"
"51",627,48,7.66,TRUE,98104,"Seattle","King",53033,"WA"
"52",1105,25,2.26,TRUE,98105,"Seattle","King",53033,"WA"
"53",516,7,1.36,TRUE,98106,"Seattle","King",53033,"WA"
"54",797,12,1.51,TRUE,98107,"Seattle","King",53033,"WA"
"55",488,15,3.07,TRUE,98108,"Tukwila","King",53033,"WA"
"56",1129,82,7.26,TRUE,98109,"Seattle","King",53033,"WA"
"57",1333,5,0.38,TRUE,98110,"Bainbridge islan","Kitsap",53035,"WA"
"58",1201,3,0.25,TRUE,98112,"Seattle","King",53033,"WA"
"59",2016,6,0.3,TRUE,98115,"Seattle","King",53033,"WA"
"60",799,1,0.13,TRUE,98116,"Seattle","King",53033,"WA"
"61",1308,5,0.38,TRUE,98117,"Seattle","King",53033,"WA"
"62",1098,9,0.82,TRUE,98118,"Seattle","King",53033,"WA"
"63",716,13,1.82,TRUE,98119,"Seattle","King",53033,"WA"
"64",575,99,17.22,TRUE,98121,"Seattle","King",53033,"WA"
"65",1016,12,1.18,TRUE,98122,"Seattle","King",53033,"WA"
"66",1046,14,1.34,TRUE,98125,"Seattle","King",53033,"WA"
"67",593,3,0.51,TRUE,98126,"Seattle","King",53033,"WA"
"68",954,11,1.15,TRUE,98133,"Seattle","King",53033,"WA"
"69",260,25,9.62,TRUE,98134,"Seattle","King",53033,"WA"
"70",578,3,0.52,TRUE,98136,"Seattle","King",53033,"WA"
"71",905,6,0.66,TRUE,98144,"Seattle","King",53033,"WA"
"72",454,1,0.22,TRUE,98146,"Burien","King",53033,"WA"
"73",759,3,0.4,TRUE,98148,"Normandy park","King",53033,"WA"
"74",950,4,0.42,TRUE,98155,"Lk forest park","King",53033,"WA"
"75",1,13,1300,TRUE,98164,"Seattle","King",53033,"WA"
"76",462,12,2.6,TRUE,98166,"Normandy park","King",53033,"WA"
"77",435,4,0.92,TRUE,98168,"Tukwila","King",53033,"WA"
"78",863,0,0,FALSE,98177,"Seattle","King",53033,"WA"
"79",401,0,0,FALSE,98178,"Tukwila","King",53033,"WA"
"80",626,38,6.07,TRUE,98188,"Tukwila","King",53033,"WA"
"81",378,10,2.65,TRUE,98198,"Des moines","King",53033,"WA"
"82",909,1,0.11,TRUE,98199,"Seattle","King",53033,"WA"
"83",275,11,4,TRUE,98201,"Everett","Snohomish",53061,"WA"
"84",383,7,1.83,TRUE,98203,"Everett","Snohomish",53061,"WA"
"85",238,7,2.94,TRUE,98204,"Everett","Snohomish",53061,"WA"
"86",767,6,0.78,TRUE,98208,"Everett","Snohomish",53061,"WA"
"87",6,0,0,FALSE,98220,"Acme","Whatcom",53073,"WA"
"88",522,14,2.68,TRUE,98221,"Anacortes","Skagit",53057,"WA"
"89",411,11,2.68,TRUE,98223,"Arlington","Snohomish",53061,"WA"
"90",3,0,0,FALSE,98224,"Baring","King",53033,"WA"
"91",724,19,2.62,TRUE,98225,"Bellingham","Whatcom",53073,"WA"
"92",656,13,1.98,TRUE,98226,"Bellingham","Whatcom",53073,"WA"
"93",296,4,1.35,TRUE,98230,"Blaine","Whatcom",53073,"WA"
"94",76,0,0,FALSE,98232,"Bow","Skagit",53057,"WA"
"95",114,8,7.02,TRUE,98233,"Burlington","Skagit",53057,"WA"
"96",3,0,0,FALSE,98235,"Clearlake","Skagit",53057,"WA"
"97",164,0,0,FALSE,98236,"Clinton","Island",53029,"WA"
"98",24,1,4.17,TRUE,98237,"Concrete","Skagit",53057,"WA"
"99",156,2,1.28,TRUE,98239,"Coupeville","Island",53029,"WA"
"100",22,1,4.55,TRUE,98240,"Custer","Whatcom",53073,"WA"
"101",8,1,12.5,TRUE,98241,"Darrington","Snohomish",53061,"WA"
"102",2,0,0,FALSE,98243,"Deer harbor","San Juan",53055,"WA"
"103",28,0,0,FALSE,98244,"Glacier","Whatcom",53073,"WA"
"104",236,2,0.85,TRUE,98245,"Eastsound","San Juan",53055,"WA"
"105",67,1,1.49,TRUE,98247,"Everson","Whatcom",53073,"WA"
"106",263,2,0.76,TRUE,98248,"Ferndale","Whatcom",53073,"WA"
"107",158,1,0.63,TRUE,98249,"Freeland","Island",53029,"WA"
"108",356,6,1.69,TRUE,98250,"Friday harbor","San Juan",53055,"WA"
"109",42,0,0,FALSE,98251,"Gold bar","Snohomish",53061,"WA"
"110",114,2,1.75,TRUE,98252,"Granite falls","Snohomish",53061,"WA"
"111",48,0,0,FALSE,98253,"Greenbank","Island",53029,"WA"
"112",1,0,0,FALSE,98256,"Index","Snohomish",53061,"WA"
"113",63,1,1.59,TRUE,98257,"La conner","Skagit",53057,"WA"
"114",866,2,0.23,TRUE,98258,"Lake stevens","Snohomish",53061,"WA"
"115",188,3,1.6,TRUE,98260,"Langley","Island",53029,"WA"
"116",104,2,1.92,TRUE,98261,"Lopez","San Juan",53055,"WA"
"117",37,0,0,FALSE,98262,"Lummi island","Whatcom",53073,"WA"
"118",148,3,2.03,TRUE,98264,"Lynden","Whatcom",53073,"WA"
"119",3,3,100,TRUE,98267,"Marblemount","Skagit",53057,"WA"
"120",542,2,0.37,TRUE,98270,"Marysville","Snohomish",53061,"WA"
"121",246,11,4.47,TRUE,98271,"Marysville","Snohomish",53061,"WA"
"122",518,5,0.97,TRUE,98272,"Monroe","Snohomish",53061,"WA"
"123",248,15,6.05,TRUE,98273,"Mount vernon","Skagit",53057,"WA"
"124",220,0,0,FALSE,98274,"Zcta 98274","Skagit",53057,"WA"
"125",549,3,0.55,TRUE,98275,"Mukilteo","Snohomish",53061,"WA"
"126",340,3,0.88,TRUE,98277,"Oak harbor","Island",53029,"WA"
"127",40,1,2.5,TRUE,98279,"Olga","San Juan",53055,"WA"
"128",44,0,0,FALSE,98281,"Point roberts","Whatcom",53073,"WA"
"129",1,2,200,TRUE,98283,"Rockport","Skagit",53057,"WA"
"130",165,1,0.61,TRUE,98284,"Sedro woolley","Skagit",53057,"WA"
"131",13,0,0,FALSE,98286,"Shaw island","San Juan",53055,"WA"
"132",4,3,75,TRUE,98288,"Skykomish","King",53033,"WA"
"133",676,6,0.89,TRUE,98290,"Snohomish","Snohomish",53061,"WA"
"134",302,1,0.33,TRUE,98292,"Stanwood","Snohomish",53061,"WA"
"135",93,1,1.08,TRUE,98294,"Sultan","Snohomish",53061,"WA"
"136",9,0,0,FALSE,98295,"Sumas","Whatcom",53073,"WA"
"137",769,3,0.39,TRUE,98296,"Zcta 98296","Snohomish",53061,"WA"
"138",3,0,0,FALSE,98297,"Waldron","San Juan",53055,"WA"
"139",29,0,0,FALSE,98303,"Anderson island","Pierce",53053,"WA"
"140",5,4,80,TRUE,98304,"Ashford","Pierce",53053,"WA"
